
1000 0.00129747
2000 0.00503552
3000 0.0125135
4000 0.0219809
5000 0.0329178
6000 0.0481654
7000 0.0640392
8000 0.0841856
9000 0.103707
10000 0.1307
11000 0.155586
12000 0.183808
13000 0.216433
14000 0.254292
15000 0.286249
16000 0.332186
17000 0.370643
18000 0.412793
19000 0.461129
20000 0.510552
21000 0.565047
22000 0.636048
23000 0.696059
24000 0.743055
25000 0.821587
26000 0.872841
27000 0.949044
28000 1.01044
29000 1.09379
30000 1.18106
31000 1.25889
32000 1.31497
33000 1.41632
34000 1.49925
35000 1.59431
36000 1.67451
37000 1.76494
38000 1.87567
39000 1.98461
40000 2.09813
41000 2.17752
42000 2.31957
43000 2.37341
44000 2.48204
45000 2.58879
46000 2.71235
47000 2.85362
48000 3.00178
49000 3.10856
50000 3.25944
51000 3.35125
52000 3.56937
53000 3.56775
54000 3.69773
55000 3.81157
56000 3.96105
57000 4.12632
58000 4.25422
59000 4.40533
60000 4.57244
61000 4.71317
62000 4.87549
63000 5.02917
64000 5.17389
65000 5.34628
66000 5.51473
67000 5.70159
68000 5.84144
69000 6.01675
70000 6.18958
71000 6.42078
72000 6.54909
73000 6.71297
74000 6.89537
75000 7.11696
76000 7.33092
77000 7.62349
78000 7.7366
79000 7.89564
80000 8.08263
81000 8.31949
82000 8.48595
83000 8.70579
84000 8.91858
85000 9.15368
86000 9.37148
87000 9.62367
88000 9.76
89000 9.99048
90000 10.2243
91000 10.475
92000 10.6569
93000 10.994
94000 11.2174
95000 11.5042
96000 11.6243
97000 11.893
98000 12.1759
99000 12.3894
