
1000 0.0046041
2000 0.0138833
3000 0.0293464
4000 0.0794867
5000 0.0834052
6000 0.12
7000 0.16299
8000 0.223584
9000 0.272351
10000 0.342694
11000 0.413974
12000 0.484121
13000 0.564846
14000 0.747405
15000 0.757418
16000 0.894408
17000 0.963944
18000 1.13152
19000 1.30636
20000 1.31044
21000 1.45037
22000 1.77067
23000 1.74767
24000 2.22686
25000 2.20298
26000 2.25058
27000 2.55396
28000 2.6106
29000 3.09331
30000 2.98525
31000 3.15453
32000 3.36434
33000 3.60818
34000 4.04258
35000 4.10895
36000 4.58863
37000 4.65038
38000 5.11296
39000 5.1031
40000 5.32161
41000 5.62877
42000 6.08868
43000 6.43888
44000 6.49291
45000 6.74996
46000 6.98755
47000 7.30638
48000 7.61703
49000 7.96567
50000 8.23955
51000 8.60253
52000 9.3365
53000 9.93203
54000 9.81741
55000 10.5857
56000 10.2965
57000 12.0232
58000 12.9695
59000 13.1058
60000 12.497
61000 12.9461
62000 12.9481
63000 14.2506
64000 13.4613
65000 15.9231
66000 16.5047
67000 16.5261
68000 16.6131
69000 15.7001
70000 16.0667
71000 16.6574
72000 17.9145
73000 17.5394
74000 18.0432
75000 18.4541
76000 19.2101
77000 19.5228
78000 19.9622
79000 20.624
80000 22.6445
81000 22.8696
82000 23.6342
83000 22.9654
84000 24.3028
85000 24.4848
86000 26.7858
87000 29.3322
