
50000 0.00841
100000 0.016144
150000 0.022992
200000 0.026274
250000 0.033615
300000 0.040666
350000 0.047574
400000 0.054568
450000 0.062299
500000 0.069066
550000 0.076929
600000 0.084911
650000 0.092664
700000 0.099492
750000 0.106855
800000 0.114311
850000 0.121571
900000 0.128948
950000 0.137199
1000000 0.145457
1050000 0.151926
1100000 0.158385
1150000 0.167311
1200000 0.175114
1250000 0.183458
1300000 0.191641
1350000 0.198942
1400000 0.205726
1450000 0.214755
1500000 0.221781
1550000 0.230203
1600000 0.237555
1650000 0.248088
1700000 0.251374
1750000 0.260449
1800000 0.267554
1850000 0.276559
1900000 0.283916
1950000 0.291005
2000000 0.300768
2050000 0.307304
2100000 0.318074
2150000 0.326264
2200000 0.332701
2250000 0.341576
2300000 0.348034
2350000 0.356678
2400000 0.369377
2450000 0.373828
2500000 0.380029
2550000 0.386646
2600000 0.40154
2650000 0.410365
2700000 0.415921
2750000 0.421558
2800000 0.429858
2850000 0.440397
2900000 0.445872
2950000 0.45066
3000000 0.465285
3050000 0.475803
3100000 0.488465
3150000 0.48515
3200000 0.49289
3250000 0.501827
3300000 0.510377
3350000 0.519167
3400000 0.529834
3450000 0.540313
3500000 0.545588
3550000 0.548728
3600000 0.560336
3650000 0.574044
3700000 0.600807
3750000 0.585574
3800000 0.59997
3850000 0.605106
3900000 0.614255
3950000 0.627748
4000000 0.6276
4050000 0.637405
4100000 0.639784
4150000 0.652233
4200000 0.662701
4250000 0.669171
4300000 0.684369
4350000 0.685354
4400000 0.692415
4450000 0.700967
4500000 0.712053
4550000 0.720128
4600000 0.728433
4650000 0.740069
4700000 0.749305
4750000 0.759011
4800000 0.765692
4850000 0.770436
4900000 0.785937
4950000 0.795342
