0	1
500	0.4000506463
1000	0.4637213154
1500	0.5743030638
2000	0.5738253118
2500	0.5273192585
3000	0.4986425984
3500	0.468678362
4000	0.5275327754
4500	0.6466131328
5000	1.2008066185
5500	0.616741515
6000	0.8011791368
6500	0.8947425938
7000	1.2864683797
7500	0.920190773
8000	0.7419730804
8500	0.784164235
9000	0.886302651
9500	0.9441912304
10000	1.9938354601
10500	1.0233894205
11000	0.8291643389
11500	2.0376898803
12000	0.891709575
12500	3.3358808842
13000	1.0342417188
13500	1.2200228195
14000	1.1252596527
14500	1.070052955
15000	2.7151239401
15500	2.5884532844
16000	1.1796869353
16500	1.0004365992
17000	3.1092704467
17500	2.8421273989
18000	0.9968148437
18500	3.2174304162
19000	2.7878348822
19500	2.4239188728
20000	2.1393931456
20500	1.0127455939
21000	1.1441139044
21500	1.1865527047
22000	1.21061628
22500	1.125871784
23000	1.0107225327
23500	0.9915293944
24000	0.8734161753
24500	1.2046752895
25000	0.9421875146
