0	0.5557206538
500	0.7207012396
1000	0.8759293601
1500	0.8666247477
2000	0.7426927433
2500	1.06134594996
3000	1.07134941868
3500	1.05080350487
4000	1.04342258112
4500	1.0792382469
5000	1.0556734074
5500	1.0971171592
6000	1.0658644726
6500	1.0724454555
7000	1.0763228105
7500	1.0646435094
8000	1.0681756174
8500	1.0676546975
9000	1.0626715116
9500	1.0934237637
10000	1.0661621151
10500	1.0873826216
11000	1.0810626616
11500	1.0933399415
12000	1.0945680206
12500	1.0965040058
13000	1.0764145539
13500	1.1807771487
14000	1.0756517904
14500	1.1792188772
15000	1.1697790348
15500	1.1348660577
16000	1.1489177554
16500	1.1321814749
17000	1.1545865353
17500	1.103002466
18000	1.1001146286
18500	1.1239770513
19000	1.1245510902
19500	1.1329059908
20000	1.1147445945
20500	1.1092855821
21000	1.1117250995
21500	1.1080554539
22000	1.1468915559
22500	1.175312488
23000	1.111674356
23500	1.2228295277
24000	1.1902394761
24500	1.1547306899
25000	1.1664858303

