0	0.6741214058
500	0.3474137694
1000	0.4173084474
1500	1.0426989606
2000	0.4177670551
2500	0.4034042783
3000	0.4184163333
3500	0.4984549372
4000	0.4174017542
4500	0.4994589747
5000	0.714426093
5500	0.551817781
6000	0.9112686095
6500	1.1334931733
7000	3.0173560438
7500	1.4716988398
8000	1.1085889628
8500	9.1340953248
9000	1.0942311124
9500	3.8255884203
10000	1.0875745687
10500	3.6375228993
11000	1.1245703207
11500	3.8629797529
12000	1.1171705014
12500	2.2261505325
13000	1.2444869475
13500	2.7330142111
14000	1.0423288875
14500	3.1731859788
15000	1.6897015364
15500	2.6917915324
16000	1.1372105794
16500	4.3614401313
17000	1.21494912
17500	1.2105077957
18000	1.7423199794
18500	1.2389905671
19000	1.2100363548
19500	1.2331249761
20000	1.1650171398
20500	1.1752224307
21000	1.3751755871
21500	1.2403495358
22000	1.1636129514
22500	1.1327547078
23000	1.1727135539
23500	1.1625883325
24000	1.2176809104
24500	1.2181762637
25000	1.129180865

