1	0.3375142531
21	0.1497331367
41	0.4874691362
61	0.22909376
81	0.6850952325
101	2.5635378784
121	2.0951243113
141	2.8191986917
161	2.5766524152
181	2.3590709608
201	2.1325546509
221	2.0252506652
241	1.8311653409
261	1.6439786452
281	1.5318156661
301	1.4293519805
321	1.5502772831
341	1.3645843212
361	1.3950017572
381	1.3117306465
401	1.2474695567
421	1.2453448562
441	1.2433938169
461	1.5649232631
481	1.1023960385
501	1.1497792634
521	1.0868324056
541	1.2196527093
561	1.1999941407
581	1.1036404915
601	1.1766648274
621	1.1727755288
641	1.1737470947
661	1.1805558274
681	1.1709062145
701	1.1759152647
721	0.9727665444
741	0.8967289686
761	0.9269174862
781	1.0396743577
801	1.1722198247
821	1.3444679455
841	0.0011014354
861	1.0452203397
881	1.0157437612
901	0.9954009947
921	1.134264804
941	1.2369895979
961	0.8900769794
981	0.8090140292
1001	1.0203870333

